County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag,URL
Johnson,International Vegetation Classification - Natural,Plant Community,Betula alleghaniensis - Tilia americana var. heterophylla / Acer spicatum / Ribes cynosbati / Dryopteris marginalis Forest,Southern Appalachian Hardwood Rich Boulderfield Forest,G2G3,S2,--,"Rare, Not State Listed",,,
Johnson,Vascular Plant,Flowering Plant,Carex ruthii,Ruth's Sedge,G3G4,S2,--,T,Mountain Forests And Wet Areas,Possible,
Johnson,Vascular Plant,Flowering Plant,Carex roanensis,Roan Mountain Sedge,G3,S2,--,S,Mid-Elevation Woodlands,Upland,
Johnson,Vascular Plant,Flowering Plant,Carex hitchcockiana,Hitchcock's Sedge,G5,S1,--,T,Rich Moist Woods,Upland,
Johnson,Vertebrate Animal,Amphibian,Plethodon welleri,Weller's Salamander,G3,S2,--,D,"Rich woods under downed logs, rocks, leaf litter; spruce-fir, birch-hemlock, and primarily deciduous forests of NE Blue Ridge.",Upland,
Johnson,Vascular Plant,Flowering Plant,Liatris virgata,Wand Blazing Star,GU,S1,--,S,Rocky Woods And Openings,,
Johnson,Invertebrate Animal,Insect,Bombus affinis,Rusty Patched Bumble Bee,G2,S1,LE,"Rare, Not State Listed",,,
Johnson,International Terrestrial Ecological System Classification,Plant Community,Southern and Central Appalachian Bog and Fen,Southern and Central Appalachian Bog and Fen,GNR,S2,--,"Rare, Not State Listed",,,
Johnson,Vascular Plant,Flowering Plant,Triadenum fraseri,Marsh St. John's-wort,G5,S1?,--,S,Mountain Bogs/Wetlands,Possible,
Johnson,Vertebrate Animal,Bird,Thryomanes bewickii,Bewick's Wren,G5,S1,--,D,"Brushy areas, thickets and scrub in open country, open and riparian woodland.",Upland,
Johnson,Invertebrate Animal,Mollusc,Stenotrema altispira,Highland Slitmouth,G3,S2?,--,"Rare, Not State Listed","Leaf litter, logs, talus in mixed woodland, spring fed slopes; higher elevations of central & N Blue Ridge; northeast Tennessee.",Upland,
Johnson,Vascular Plant,Flowering Plant,Melanthium latifolium,Broadleaf Bunchflower,G5,S1S2,--,E,Oak Forest,Possible,
Johnson,Vascular Plant,Flowering Plant,Lysimachia terrestris,Swamp Loosestrife,G5,S1,--,E,Wet Prairies And Swamps,Possible,
Johnson,Vascular Plant,Flowering Plant,Geum aleppicum,Yellow Avens,G5,S1,--,E,"Wet Meadows, Bogs",Possible,
Johnson,Vascular Plant,Flowering Plant,Galium palustre,Marsh Bedstraw,G5,S1,--,S,"Low Ground, Meadows, Swampy Hollows",Possible,
Johnson,Vascular Plant,Flowering Plant,Hexastylis virginica,Virginia Heartleaf,G4,S2,--,S,Sandy Or Rocky Woods,Upland,
Johnson,Nonvascular Plant,Non-Vascular Plant,Drepanolejeunea appalachiana,A Liverwort,G3,S1,--,S,"Tree Bark, 2000-4500 Ft.",Upland,
Johnson,Invertebrate Animal,Insect,Speyeria diana,Diana Fritillary,G2G3,S3,--,"Rare, Not State Listed","Fields, edges, and openings in moist, rich, forested mountains and valleys; Blue Ridge & Cumberland Plateau generally.",Upland,
Johnson,Vascular Plant,Flowering Plant,Sparganium androcladum,Branching Bur-reed,G4G5,S1,--,E,"Slow Flowing Streams And Rivers, Ponds",Aquatic,
Johnson,Vascular Plant,Flowering Plant,Pyrola americana,American Wintergreen,G5,S2,--,E,Moist Woods And Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Zigadenus glaucus,White Camas,G5T4T5,S1,--,E,Wet Shaley Cliffs,Possible,
Johnson,Invertebrate Animal,Mollusc,Ventridens decussatus,Crossed Dome,G3,S2?,--,"Rare, Not State Listed","In leaf litter of oak woods, usually above 3,000 ft; Blue Ridge.",Upland,
Johnson,Vascular Plant,Flowering Plant,Vaccinium macrocarpon,Cranberry,G5,S2,--,T,Bogs,Possible,
Johnson,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland,
Johnson,Invertebrate Animal,Mollusc,Mesomphix rugeli,Wrinkled Button,G4,S3,--,"Rare, Not State Listed",Under leaf litter on wooded hillsides; far NE Tennessee; S Blue Ridge.,Upland,
Johnson,Vascular Plant,Flowering Plant,Allium tricoccum,Ramps,G5,S1S2,--,S-CE,Rich Woods,Possible,
Johnson,Vascular Plant,Flowering Plant,Drosera rotundifolia,Roundleaf Sundew,G5,S1,--,T,Bogs & Seeps,Possible,
Johnson,Vascular Plant,Flowering Plant,Spiranthes lucida,Shining Ladies'-tresses,G4,S1S2,--,T,Alluvial Woods And Moist Slopes,Possible,
Johnson,Vertebrate Animal,Mammal,Sorex dispar,Long-tailed Shrew,G4,S2,--,D,"Mountainous, forested areas with loose talus; east Tennessee.",Upland,
Johnson,Vascular Plant,Flowering Plant,Scrophularia lanceolata,Hare Figwort,G5,SH,--,S,"Woods, Forests",,
Johnson,Vertebrate Animal,Mammal,Synaptomys cooperi,Southern Bog Lemming,G5,S4,--,D,"Marshy meadows, wet balds, & rich upland forests.",Possible,
Johnson,Vertebrate Animal,Mammal,Condylura cristata,Star-nosed Mole,G5,S2,--,D,Hydric soils in beech-maple-birch forests at higher elevations in the Appalachians.,Possible,
Johnson,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic,
Johnson,Vascular Plant,Flowering Plant,Carex echinata ssp. echinata,Little Prickly Sedge,G5T5,S1?,--,S,Swamps And Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Pogonia ophioglossoides,Rose Pogonia,G5,S2,--,E,Wet Acidic Barrens,Possible,
Johnson,Vertebrate Animal,Amphibian,Plethodon yonahlossee,Yonahlossee Salamander,G4,S2,--,D,Mature woodland hillsides and ravines of the Blue Ridge Mountains; far NE Tennessee; esp. Cherokee National Forest.,Upland,
Johnson,Vascular Plant,Flowering Plant,Platanthera grandiflora,Large Purple Fringed Orchid,G5,S2,--,E,Wet Meadows And Open Woods,Possible,
Johnson,Vascular Plant,Flowering Plant,Oenothera parviflora,Northern Evening-primrose,G5,S1,--,S,Disturbed Open Areas,Possible,
Johnson,Vascular Plant,Flowering Plant,Meehania cordata,Heartleaf Meehania,G5,S2,--,T,Wooded Mountain Slopes,Upland,
Johnson,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible,
Johnson,Vascular Plant,Flowering Plant,Hypericum ellipticum,Pale St. John's-wort,G5,S1,--,E,Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Hydrophyllum virginianum,Appalachian Waterleaf,G5,S3,--,T,Alluvial Woods,Possible,
Johnson,Vascular Plant,Fern and Fern Ally,Dryopteris carthusiana,Spinulose Shield Fern,G5,S1,--,T,Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Veronica americana,American Speedwell,G5,S1,--,S,Marshes And Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Cymophyllus fraserianus,Fraser's Sedge,G4,S3,--,S,Mixed Mesophytic Forests,Upland,
Johnson,Vascular Plant,Flowering Plant,Corydalis sempervirens,Pale Corydalis,G5,S1S2,--,S,Dry Or Rocky Woods,Upland,
Johnson,Vascular Plant,Flowering Plant,Coeloglossum viride var. virescens,Long-bracted Green Orchis,G5T5,S1,--,E,Wet Woods And Seeps,Possible,
Johnson,Vascular Plant,Flowering Plant,Cardamine rotundifolia,Round-leaf Watercress,G4,S2S3,--,S,Mucky Wetlands And Seeps,Possible,
Johnson,Vascular Plant,Fern and Fern Ally,Botrychium matricariifolium,Chamomile Grapefern,G5,S1,--,S,Mountain Woods And Thickets,Possible,
Johnson,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible,
Johnson,Vertebrate Animal,Reptile,Glyptemys muhlenbergii,Bog Turtle,G2G3,S1,"SAT, UR",T,"Muck-bottomed bogs, fens, marshy/sedge-tussock meadows, spring seeps, wet pastures, and shrub swamps; Appalachians.",Aquatic,
Johnson,Vascular Plant,Fern and Fern Ally,Asplenium scolopendrium var. americanum,Hart's-tongue Fern,G4T3,S1,LT,E,Sinks,Possible,
Johnson,Vascular Plant,Flowering Plant,Heracleum maximum,Cow-parsnip,G5,S2,--,S,Moist Woods And Floodplains,Possible,
Johnson,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible,
Johnson,Vascular Plant,Fern and Fern Ally,Dryopteris cristata,Crested Shield-fern,G5,S2,--,T,Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Saxifraga pensylvanica,Swamp Saxifrage,G5,S1,--,E,Marshes And Wet Meadows,Possible,
Johnson,Vascular Plant,Flowering Plant,Sanguisorba canadensis,Canada Burnet,G5,S1,--,E,"Bogs, Seeps, And Wet Meadows",Possible,
Johnson,Vascular Plant,Flowering Plant,Streptopus roseus,Rosy Twisted-stalk,G5,S2,--,S,"Rich, Moist Mountain Woods",Upland,
Johnson,Vascular Plant,Fern and Fern Ally,Woodsia scopulina ssp. appalachiana,Alleghany Cliff-fern,G4,S1S2,--,S,Mountain Cliffs,Upland,
Johnson,Invertebrate Animal,Mollusc,Ventridens coelaxis,Bidentate Dome,G3,S2S3,--,"Rare, Not State Listed","In leaf litter on mountainsides, often at higher elevations; northernmost Blue Ridge and Ridge & Valley.",Upland,
Johnson,International Vegetation Classification - Natural,Plant Community,Pinus pungens - Pinus rigida - (Quercus montana) / Kalmia latifolia - Vaccinium pallidum Woodland,Blue Ridge Table Mountain Pine - Pitch Pine Woodland,G3,S2S3,--,"Rare, Not State Listed",,,
Johnson,Vascular Plant,Flowering Plant,Epilobium ciliatum,Hairy Willow-herb,G5,S1,--,T,Mountain Balds,Possible,
Johnson,International Terrestrial Ecological System Classification,Plant Community,Southern Appalachian Grass and Shrub Bald,Southern Appalachian Grass and Shrub Bald,GNR,S1,--,"Rare, Not State Listed",,,
Johnson,Vascular Plant,Flowering Plant,Symplocarpus foetidus,Skunk-cabbage,G5,S1,--,E,Swamps And Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Carex bromoides ssp. montana,Blue Ridge Brome Sedge,G5T3?,S1,--,T,Mountain Bogs & Seeps,Possible,
Johnson,Vascular Plant,Flowering Plant,Campanula aparinoides,Marsh Bellflower,G5,S2,--,S,Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Prunus virginiana,Choke Cherry,G5,S1,--,S,Moist Coves And Slopes,Possible,
Johnson,Vascular Plant,Flowering Plant,Potentilla tridentata,Three-toothed Cinquefoil,G5,S1S2,--,T,High Elevation Openings,Upland,
Johnson,Vascular Plant,Flowering Plant,Polygonum arifolium,Halberd-leaf Tearthumb,G5,S1,--,T,Wetlands And Marshes,Possible,
Johnson,Vascular Plant,Flowering Plant,Paronychia argyrocoma,Silverling,G4,S1S2,--,T,"Dry Sandstone, Granite Outcrops",Upland,
Johnson,Vertebrate Animal,Mammal,Parascalops breweri,Hairy-tailed Mole,G5,S3,--,D,Moist soils in deciduous forests with thick humus; east Tennessee.,Upland,
Johnson,Vertebrate Animal,Mammal,Mustela nivalis,Least Weasel,G5,S2,--,"Rare, Not State Listed","Old fields, hedgerows, and forested areas; Appalachian Mountains, Ridge & Valley, & Cumberland Plateau.",Upland,
Johnson,Vascular Plant,Flowering Plant,Minuartia godfreyi,Godfrey's Stitchwort,G1,S1,--,E,Wet Meadows And Marshes,Possible,
Johnson,Vascular Plant,Flowering Plant,Goodyera repens,Dwarf Rattlesnake-plantain,G5,S1,--,S,Moist Conifer/Rhododendron Woods,Upland,
Johnson,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland,
Johnson,Vascular Plant,Flowering Plant,Diervilla lonicera,Northern Bush-honeysuckle,G5,S2,--,T,Rocky Woodlands And Bluffs,Upland,
Johnson,Vascular Plant,Flowering Plant,Spiraea alba,Narrow-leaved Meadow-sweet,G5,S1,--,E,Bogs,Possible,
Johnson,Vascular Plant,Flowering Plant,Carex folliculata,Northern Long Sedge,G5,S1,--,T,Wet Soils,Possible,
Johnson,Vascular Plant,Flowering Plant,Cardamine clematitis,Mountain Bittercress,G3,S2,--,T,High Elevation Seeps,Possible,
Knox,Vertebrate Animal,Amphibian,Desmognathus wrighti,Pygmy Salamander,G3,S2S3,--,D,"Mature hardwoods & spruce-fir forests under moss, leaf litter, logs, bark, and rocks; high elevations; Blue Ridge.",Upland,
Knox,Vascular Plant,Flowering Plant,Lathyrus palustris,Marsh Pea,G5,S1,--,S,Wet Woods & Marshes,Possible,
Knox,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic,
Knox,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible,
Knox,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic,
Knox,Vascular Plant,Flowering Plant,Lonicera dioica,Mountain Honeysuckle,G5,S2,--,S,Mountain Woods And Thickets,Possible,
Knox,Vertebrate Animal,Amphibian,Gyrinophilus gulolineatus,Berry Cave Salamander,G1Q,S1,C,T,Aquatic cave obligate; Ridge & Valley; formerly included with G. palleucus.,Aquatic,
Knox,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic,
Knox,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic,
Knox,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony's Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic,
Knox,Nonvascular Plant,Non-Vascular Plant,Radula voluta,A Liverwort,G3,S2,--,S,Shady Moist Boulders By Waterfalls Or Sreams,Possible,
Knox,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic,
Knox,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic,
Knox,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic,
Knox,Invertebrate Animal,Mollusc,Plethobasus cyphyus,Sheepnose,G3,S2S3,LE,E,"Large to medium-sized rivers, in riffles and coarse sand/gravel subst; TN & Cumb river systems incl KY Reservoir; W Uplands & Rim.",Aquatic,
Knox,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,LT,T,"Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic,
Knox,Nonvascular Plant,Non-Vascular Plant,Funaria americana,A Moss,G3?,S1?,--,T,Limestone Bluffs And Barrens,,
Knox,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic,
Knox,Invertebrate Animal,Mollusc,Theliderma intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic,
Knox,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic,
Knox,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,DL,"Rare, Not State Listed","Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic,
Knox,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic,
Knox,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic,
Knox,Vertebrate Animal,Reptile,Pituophis melanoleucus melanoleucus,Northern Pinesnake,G4T4,S3,--,T,"Well-drained sandy soils in pine/pine-oak woods; dry mountain ridges; E portions of west TN, E to lower elev of the Appalachians.",Upland,
Knox,Invertebrate Animal,Arachnid,Nesticus paynei,A Cave Spider,G3G4,S3,--,"Rare, Not State Listed",Terrestrial cave associate; also may be found on surface; northern Ridge & Valley.,Upland,
Knox,Vertebrate Animal,Bird,Ixobrychus exilis,Least Bittern,G4G5,S2B,--,D,Marshes with scattered bushes or other woody growth; readily uses artificial wetland habitats.,Possible,
Knox,Nonvascular Plant,Non-Vascular Plant,Rhachithecium perpusillum,Budding Tortula,G4G5,SH,--,S,Bark Of Hardwoods,Upland,
Knox,Vascular Plant,Flowering Plant,Boechera patens,Spreading Rockcress,G3,S1,--,E,Moist Rocky Woods,Upland,
Knox,Vascular Plant,Flowering Plant,Monotropsis odorata,Sweet Pinesap,G3,S2,--,T,Piney Woods,Upland,
Knox,Nonvascular Plant,Non-Vascular Plant,Homaliadelphus sharpii,Sharp's Homaliadelphus,G3?,S1,--,E,Calcareous Or Dolomite Bluffs,Upland,
Knox,Vascular Plant,Flowering Plant,Helianthus occidentalis,Naked-stem Sunflower,G5,S2,--,S,Limestone Glades And Barrens,Upland,
Knox,Vertebrate Animal,Mammal,Synaptomys cooperi,Southern Bog Lemming,G5,S4,--,D,"Marshy meadows, wet balds, & rich upland forests.",Possible,
Knox,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic,
Knox,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland,
Knox,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible,
Knox,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic,
Knox,Vascular Plant,Flowering Plant,Hydrophyllum virginianum,Appalachian Waterleaf,G5,S3,--,T,Alluvial Woods,Possible,
Knox,Vascular Plant,Flowering Plant,Cardamine flagellifera,Running Bittercress,G3,S2,--,T,Mountain Stream Banks,Possible,
Knox,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G3G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland,
Knox,Vascular Plant,Flowering Plant,Melanthium woodii,Ozark Bunchflower,G5,S2,--,S,Rich Wooded Slopes,Upland,
Knox,Nonvascular Plant,Non-Vascular Plant,Archidium alternifolium,A Moss,G4G5,S1,--,T,Limestone Barrens,Upland,
Knox,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic,
Knox,Vertebrate Animal,Amphibian,Hemidactylium scutatum,Four-toed Salamander,G5,S3,--,D,"Woodland swamps, shallow depressions, & sphagnum mats on acidic soils; middle & east Tennessee.",Possible,
Knox,Vascular Plant,Flowering Plant,Spiranthes odorata,Sweetscent Ladies'-tresses,G5,S1,--,E,"Swamps, Pond Margins",Possible,
Knox,Vascular Plant,Flowering Plant,Ranunculus flabellaris,Yellow Water-crowfoot,G5,S2,--,T,Ponds And Marshes,Possible,
Knox,Vascular Plant,Flowering Plant,Lithospermum bejariense,Western False Gromwell,G4G5T3,S1S2,--,T,Glades,Upland,
Knox,Vascular Plant,Flowering Plant,Lithospermum parviflorum,Shaggy False Gromwell,G4G5T4,S1,--,E,Dry Woods,Upland,
Knox,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic,
Knox,Animal Assemblage,,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",,,
Knox,Vascular Plant,Flowering Plant,Delphinium exaltatum,Tall Larkspur,G3,S2,--,E,Glades And Barrens,Upland,
Knox,Vertebrate Animal,Fish,Acipenser fulvescens,Lake Sturgeon,G3G4,S1,UR,E,"Bottoms of large, clean rivers and lakes.",Aquatic,
Lake,Vertebrate Animal,Fish,Atractosteus spatula,Alligator Gar,G3G4,S1,--,D,"Sluggish pools of large rivers, oxbows, swamps, and backwaters; west Tennessee.",Aquatic,
Lake,Vascular Plant,Flowering Plant,Elodea nuttallii,Nuttall's Waterweed,G5,S2,--,S,Aquatic; Streams And Ponds,Aquatic,
Lake,Vascular Plant,Flowering Plant,Carex comosa,Bristly Sedge,G5,S2,--,T,Swamps,Possible,
Lake,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible,
Lake,Vertebrate Animal,Bird,Thryomanes bewickii,Bewick's Wren,G5,S1,--,D,"Brushy areas, thickets and scrub in open country, open and riparian woodland.",Upland,
Lake,Vertebrate Animal,Reptile,Nerodia cyclopion,Mississippi Green Watersnake,G5,S2,--,D,"Marshes, swamps, bayous, shallow lakes and ponds, wet prairies, oxbows and floodplain sloughs; far west Tennessee.",Aquatic,
Lake,Vertebrate Animal,Bird,Ixobrychus exilis,Least Bittern,G4G5,S2B,--,D,Marshes with scattered bushes or other woody growth; readily uses artificial wetland habitats.,Possible,
Lake,Vascular Plant,Flowering Plant,Iris fulva,Copper Iris,G5,S2,--,T,Bottomlands,Possible,
Lake,Vertebrate Animal,Fish,Scaphirhynchus albus,Pallid Sturgeon,G2,S1,LE,E,"Large, turbid, free-flowing riverine habitat, in strong current over firm gravel or sandy substrates; Mississippi River main channel.",Aquatic,
Lake,Vascular Plant,Flowering Plant,Neobeckia aquatica,Lake Cress,G4?,S2,--,S,Gum Or Cypress Swamps,Possible,
Lake,Vascular Plant,Flowering Plant,Sagittaria platyphylla,Ovate-leaved Arrowhead,G5,S2S3,--,S,"Swamps, Emergent",Possible,
Lake,Invertebrate Animal,Mollusc,Webbhelix multilineata,Striped Whitelip,G5,S2,--,"Rare, Not State Listed","Low wet habitats, marshes, floodplains, meadows; lake margins; under leaf litter or drift; Mississippi River floodplain.",Possible,
Lake,Vertebrate Animal,Fish,Fundulus chrysotus,Golden Topminnow,G5,S1S2,--,D,"Swamps, backwaters, and pools of ditches and slow-moving creeks; Reelfoot Lake & imm. vicinity.",Aquatic,
Lake,Vascular Plant,Flowering Plant,Heteranthera limosa,Blue Mud-plantain,G5,S1S2,--,T,Mud Flats,Possible,
Lake,Invertebrate Animal,Mollusc,Lampsilis siliquoidea,Fatmucket,G5,S2,--,"Rare, Not State Listed","Slackwater with mud subst; Wolf R (Miss R trib); west TN; may occur at Reelfoot Lk; also rept Drakes Ck (Cumb R), Sumner Co.",Aquatic,
Lake,Vascular Plant,Flowering Plant,Ranunculus flabellaris,Yellow Water-crowfoot,G5,S2,--,T,Ponds And Marshes,Possible,
Lake,Animal Assemblage,,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",,,
Lake,Vertebrate Animal,Fish,Macrhybopsis meeki,Sicklefin Chub,G3,S2,--,D,Main channel of the Mississippi River in swift currents over sand and gravel substrates.,Aquatic,
Lake,Vascular Plant,Flowering Plant,Hottonia inflata,Featherfoil,G4,S2,--,S,Wet Sloughs And Ditches,Aquatic,
Lauderdale,Vertebrate Animal,Fish,Atractosteus spatula,Alligator Gar,G3G4,S1,--,D,"Sluggish pools of large rivers, oxbows, swamps, and backwaters; west Tennessee.",Aquatic,
Lauderdale,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic,
Lauderdale,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible,
Lauderdale,Vascular Plant,Flowering Plant,Neobeckia aquatica,Lake Cress,G4?,S2,--,S,Gum Or Cypress Swamps,Possible,
Lauderdale,Vascular Plant,Flowering Plant,Schisandra glabra,Red Starvine,G3,S2,--,T,"Rich Mesic Woods, Bluffs",Possible,
Lauderdale,Vascular Plant,Flowering Plant,Sagittaria platyphylla,Ovate-leaved Arrowhead,G5,S2S3,--,S,"Swamps, Emergent",Possible,
Lauderdale,Invertebrate Animal,Mollusc,Webbhelix multilineata,Striped Whitelip,G5,S2,--,"Rare, Not State Listed","Low wet habitats, marshes, floodplains, meadows; lake margins; under leaf litter or drift; Mississippi River floodplain.",Possible,
Lauderdale,Vertebrate Animal,Mammal,Myotis austroriparius,Southeastern Myotis,G4,S3,--,"Rare, Not State Listed","Caves, but especially hollow trees & abandoned buildings, usually near water.",Possible,
Lauderdale,Vertebrate Animal,Mammal,Neotoma floridana illinoensis,Eastern Woodrat,G5T5,S3,--,D,"Forested areas, caves & outcrops; west Tennessee generally.",Upland,
Lauderdale,Vascular Plant,Flowering Plant,Juglans cinerea,Butternut,G3,S3,--,T,Rich Woods And Hollows,Possible,
Lauderdale,Vascular Plant,Flowering Plant,Ulmus crassifolia,Cedar Elm,G5,S2,--,S,Swamps,Possible,
Lauderdale,Animal Assemblage,,Rookery,Heron Rookery,G5,SNR,--,"Rare, Not State Listed",,,
Lauderdale,Vertebrate Animal,Bird,Setophaga cerulea,Cerulean Warbler,G4,S3B,--,D,"Mature deciduous forest, particularly in floodplains or mesic conditions.",Upland,
Lauderdale,Invertebrate Animal,Mollusc,Villosa vibex,Southern Rainbow,G5,S2,--,"Rare, Not State Listed","Mud or soft sand in small rivers & creeks in areas with moderate current; Conasauga, Hatchie, and Wolf (Miss. R.) river systems.",Aquatic,
Lauderdale,Vascular Plant,Flowering Plant,Carex hyalina,Tissue Sedge,G4,S1,--,S,Forested Bottomland Swamps,Possible,
Lauderdale,Vertebrate Animal,Fish,Hybognathus placitus,Plains Minnow,G4,S1,--,D,Clear to highly turbid rivers and creeks with sandy bottoms; Mississippi River & imm. environs.,Aquatic,
Lauderdale,Vascular Plant,Flowering Plant,Hottonia inflata,Featherfoil,G4,S2,--,S,Wet Sloughs And Ditches,Aquatic,
Lauderdale,Vertebrate Animal,Bird,Egretta caerulea,Little Blue Heron,G5,"S2B,S3N",--,D,Bodies of calm shallow water; colonial nester.,Possible,
Lauderdale,Invertebrate Animal,Mollusc,Obovaria arkansasensis,Southern Hickorynut,GNR,S1,--,"Rare, Not State Listed",Rivers with medium-sized gravel substrates and low-mod current; Wolf & Hatchie rivers; Mississippi River watershed; west Tennessee.,Aquatic,
